prompt_id,prompt,gold_agents,gold_agent_count,source,source_record_id,source_model,source_timestamp,source_country,quality_score,label_source,status,notes
544,"Write me a better summary of Msitu Africa carbon alliance. Msitu Africa Carbon Alliance is an innovative platform that utilizes technology to help businesses effectively reduce their carbon footprint. We achieve this by actively promoting carbon farming and tree planting initiatives in Kenya and throughout Africa.Our innovative API simplifies and establishes a direct connection between businesses and carbon farmers as well as carbon offset initiatives. Our goal is to empower local farmers by offering them comprehensive training and guidance in carbon farming. By doing so, we not only help them achieve higher yields, but we also provide constant support in maximizing their impact. Furthermore, we assist them in understanding how to generate revenue from sequestered carbon credits.",APIDataFetchAgent|SummaryAgent,2,wildchat_4.8m,9c107b1a2331ffa08e6858cfa84c2fcd,gpt-3.5-turbo-0613,2023-08-13 05:25:21,Kenya,14.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2929,"Imagine that you are the writer of the Futurama animated series, able to generate creative ideas on the go. You embody the spirit of freedom, out-of-the-box thinking and the ability to adapt to new situations. Come up with a plot for a new series about a neural network.",PlotGenerationAgent,1,wildchat_4.8m,cc4ec102441622b98faaa7e6b92b9895,gpt-3.5-turbo-0301,2023-05-25 14:18:52,Russia,11.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1266,"Story prompt: Witches centuries ago made potions with many different assortments of ingredients, unusual herbs, eye of newt, all that. The modern witches of today do the same thing, except using more... unusual, more modern ingredients. ""Grass from ditch, Nintendo Switch, blood from streamer liked on Twitch. Foxglove root, Funko of Groot, hair plucked from a blue fursuit..."" the witch chanted as she added the aforementioned ingredients into the cauldron.",AnomalyDetectionAgent,1,wildchat_4.8m,a78f54b6924809c175058fb2ad2306ff,gpt-3.5-turbo-0613,2023-08-10 08:50:05,United States,14.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1104,"in firestore please form a database schema in which the parents will be expenses, inside expenses there will be 12 months, inside each month will have each day with it's order, consisting of name: String, quantity: Int, Price, Double",APIDataFetchAgent|MetadataLookupAgent,2,wildchat_4.8m,bb582bcd378265a1cbb8115849167b32,gpt-3.5-turbo-0301,2023-04-09 08:40:40,United States,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
1808,I’m building a video game engine using C++ as the coding language and Vulkan for graphics. I am trying to set up a generic renderer using Vulkan that is flexible and will render objects based on a vector that is supplied to it. The renderer will also handle the creation of the window using GLFW and use GLM for all relevant math calls. What are the main classes I would need to create in the code to do this?,TimeSeriesQueryAgent,1,wildchat_4.8m,0a3b21f8d56e4aa48b7883be5a291fd8,gpt-3.5-turbo-0301,2023-05-08 04:34:42,Australia,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
500,"4. Question 4 Both an employees table and a machines table contain an employee_id column, and you want to return only the records that share a value in this column. Which keyword should be part of your query? 1 point WHERE FULL OUTER JOIN INNER JOIN BETWEEN",SQLQueryAgent|MetadataLookupAgent,2,wildchat_4.8m,d7239a5a4bdc3e793e9672b398489977,gpt-3.5-turbo-0301,2023-06-16 16:02:04,Yemen,15.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
952,Here is an example of Neo4j Java code for a time-varying graph with a parametrizable schema,MetadataLookupAgent|PlotGenerationAgent,2,wildchat_4.8m,96cbfb87f61b4bead5baf46f4177ac81,gpt-4-0314,2023-05-31 12:06:48,Belgium,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
1236,"write a program in js and html that takes details about the execution time and time period of the processes, and the program will generate corresponding Gantt Chart for Rate Monotonic, and Earliest Deadline First algorithms. Furthermore, you also have to tell whether the processes are schedulable or not. use chart.js library to make gantt chart. the user can add as many processes as he wants. all the code should be in a single html file.",PlotGenerationAgent,1,wildchat_4.8m,665ccfb840702da337b78548c1281f0f,gpt-3.5-turbo-0301,2023-04-13 20:03:25,Pakistan,15.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2453,"script about As an AI language model, I don’t have access to the latest update in our database. However, I can say that the highest a G5 team has been ranked in the AP Preseason Poll during the CFP era (since 2014) was No. 14. This happened twice, with both Boise State in 2018 and UCF in 2019.",SQLQueryAgent,1,wildchat_4.8m,755e15c4e2745fb831e12c01c420ed6e,gpt-3.5-turbo-0301,2023-05-20 18:51:29,United States,13.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1431,"Is it possible to double click on a cell in the range J5:J100 and cause a text document to open with the values of column L of the same row displayed in the text document. If the text document is edited, when closed the edited text is then saved to the cell in column L, overwriting the original value.",MetadataLookupAgent,1,wildchat_4.8m,dcc886d0dadcbf86f782f04dbc9702e2,gpt-3.5-turbo-0613,2023-08-18 23:06:49,United Kingdom,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
880,"Write a concise summary of the following. Be sure to preserve important details: This is a melancholic and hypnotic cinematic tune where elements of mystery, drama, and bravery are intertwined. With a secretive and cautious tone, it carries a hint of foreboding menace that keeps listeners on the edge of their seats. Featuring piano, strings, and mesmerizing violin solo, loaded with emotions. Suitable for use as background music for historical films, and documentaries about the intricacies of the past to enhance the storytelling.",TrendAnalysisAgent|SummaryAgent,2,wildchat_4.8m,70196203b62bc29fa2f1eb6f3c691c96,gpt-3.5-turbo-0301,2023-05-13 10:35:35,Morocco,13.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
1394,"lua test = {['A'] = 1, ['B'] =2} how can i use math.random to randomly select one of items then print the values eg if selcts 'A' then it would print 1",SQLQueryAgent,1,wildchat_4.8m,57a341a652265c7058cfc6298a1d3fa1,gpt-3.5-turbo-0301,2023-04-21 14:55:37,New Zealand,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2024,The file named Nflpoints.xlsx contains points scored by NFL teams during a season. Create a histogram from the data. Are the points scored symmetric or skewed?,PlotGenerationAgent,1,wildchat_4.8m,d6922895a677ff58525dab5235eda406,gpt-3.5-turbo-0613,2023-07-05 15:48:18,India,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2388,"I want a VBA code that will search Column H for dates between 90 days before today and seven days after today, and for any dates found copy the respective rows where the dates were found from Column H to Column K and paste into a new text document with each row on a single line one after the other.",MetadataLookupAgent,1,wildchat_4.8m,3cd361820c2007d85167f5b97ef59ffd,gpt-3.5-turbo-0301,2023-05-04 10:16:27,United Kingdom,13.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2384,"I want you to create fictional social media messages for a setting in a work of fiction, fit for a romantic comedy. Reza Fazekas is sarcastic young man who is recovering from an accident. A huge bilateral hip spica-body cast cover him from ankles to neck, leaving uncovered feet, head, arms, with openings at crotch, abdomen and neck. This cast severely restricts his mobility. He also wears immobilizing hand braces, nasal cannula for respiratory support and special adult diapers and external condom catheter with attached urine bag due to incontinence. Reza has posted a video about his ongoing recovery. Write short title and description of the video and a long, interesting, amusing, hilarious, unusual and titillating discussion in the comment section by the female fans and Reza.",AnomalyDetectionAgent,1,wildchat_4.8m,dc786a9910fde080e2adf9f13f6970d4,gpt-3.5-turbo-0613,2023-08-27 07:31:17,Russia,13.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
573,"You are an Artificial Intelligence dedicated to generating spells and returning JSON data using a SQL-like syntax. Your responses will adhere to the following JSON format: `{name: string}`. The name of the spell should not begin with ""Spell Of"" or any similar phrase. Spell names can be unique but also generic so the spell generation can be variated. Command: CREATE spell, COMBINE Water AND Rock",SQLQueryAgent|APIDataFetchAgent,2,wildchat_4.8m,58e1230ed2124fa8ee9d1f79afdcf7db,gpt-3.5-turbo-0613,2023-07-09 04:07:50,Mexico,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
778,"I would like to create a series of 5 children books for girls aged 7 to 12 years to motivate them into learning technology, taking up stem courses in school, trust that they can accomplish extraordinary things in their loves and turn their mindsets into believing they can be who they would like to be in the future. What could be the potential titles to these 5 books? And what would be the plot line for each book?",ForecastAgent|PlotGenerationAgent,2,wildchat_4.8m,253e433378c697664687324430b71ea6,gpt-3.5-turbo-0613,2023-07-30 14:40:51,Austria,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
108,"I have an dataset about climate change. With values for dt, AverageTemperature, AverageTemperatureUncertainty (don't use this colomn) and Country. *dt stand for date of the day that the temperature occurred in yyyy-mm-dd I want to plot the values of the average temperature of ""Netherlands (Europe)"" over the period of 1850-2010 in the programming language R. Use Boxplots to plot every 40 years write in one text and only use the ggplot2 package",MetadataLookupAgent|StatisticalAnalysisAgent|PlotGenerationAgent,3,wildchat_4.8m,a6f6a89debcb5fdf7069c2294d067fd6,gpt-4-0314,2023-05-30 19:37:17,Netherlands,16.50,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3; promo_score=1
1067,"write a cyberpunk story with no major plot to save the city or have a character develop or grow as a person. instead recite the average day of a common worker class YA teen finishing up a day of homeschooling. add 10 plot twists, with each plot twist tied to the previous one detailing who, why, what, where and how. finally provide a tital and full plot synopsis to finalize the output. keep everything under a 300 word count.",StatisticalAnalysisAgent|PlotGenerationAgent,2,wildchat_4.8m,efa0151aeb4081a6ecd425b08d3ba032,gpt-4-0314,2023-04-27 19:24:07,South Africa,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
2031,"Story prompt: Watching the sunset, a couple witnessed something unusual in the sky. It was a round object just staying in its place, or at least was, as it began to move ever so slowly in sync with the Sun as it continued to set. One of them realized that this was a rare occasion. The round object was none other than the planet Venus.",AnomalyDetectionAgent,1,wildchat_4.8m,5fd54c17dfe48c0355238dd1153321fc,gpt-3.5-turbo-0613,2023-09-06 22:47:40,United States,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1086,"The following data relates to the budget information for a company: May June July August September Sales 45,00063,000 74,000 86,000 92,000 (units) The company has a policy of holding stock of finished goods equivalent to 20% of the next month sales. Calculate the production in units for the 3-months June to August. Select one: О 65,200; 76,400; 87,200 О 60,800; 71,600; 84,800 О 71,600; 76,400; 84,800",SQLQueryAgent|ForecastAgent,2,wildchat_4.8m,e6ff4a28b8487f71d68b1ca23cd06204,gpt-3.5-turbo-0613,2023-07-23 16:17:29,Kenya,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
313,"I want you to write Excel function to calculate unique values in a column. For instance, for this set: A-1 A2 A2 A-1 A3 It should return 3. Also it should have a parameter for checking if first row is header or not. Also give me instruction on how to embed this function into Excel so that I could use it like any other function (type it in cell, select column with data, etc.)",SQLQueryAgent|MetadataLookupAgent,2,wildchat_4.8m,9e09fd103c6b3b02936c41a454931f43,gpt-3.5-turbo-0301,2023-06-06 15:55:39,Russia,17.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1063,"I need a VBA code that can do the following: From my open workbook 'Service Provider'and active sheet, Open into the background the closed workbook 'Service Provider History' located at ""G:\\Shared drives\\Swan School Site Premises\\PREMISES MANAGEMENT\\SERVICE PROVIDERS\\Service Providers History.xlsx"". Copy cells with data in column J from J5 downwards from the sheet in workbook 'Service Provider History, that has the same name as the active sheet in workbook 'Service Provider' Open a new Note Pad sheet and paste each cell copied into a seprate line in Note Pad. Close workbook 'Service Provider History'",MetadataLookupAgent|TrendAnalysisAgent,2,wildchat_4.8m,c3b911ab56c3988debbb92c098452b48,gpt-3.5-turbo-0613,2023-08-25 12:45:39,United Kingdom,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
2960,"Take f(x) = 0.3sin(x3) and ε ∼ N(0,σ2) where σ = 0.3. Generate n = 20 samples from this model and fit a kNN-regression model with k ranging from 1 to 20. Provide a 5×4 grid of plots showing the performance of the kNN model for that choice of k. In each of your sub-plots, plot the samples as well as the true function. You may not use any existing implementations of kNN regression from online sources.",PlotGenerationAgent,1,wildchat_4.8m,d741940d21cd1476a837a364d47180eb,gpt-3.5-turbo-0613,2023-08-14 05:25:35,United Kingdom,11.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2180,The log file name is passed as an argument to the text manager constructor. For example: @LogFile('my_trace.log') def some_func(): ...,LogRetrievalAgent,1,wildchat_4.8m,1a91b2530a1f12c9df7530c843393316,gpt-3.5-turbo-0301,2023-05-29 12:31:06,Uzbekistan,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
276,"طريقة حل Sales of a particular product for the years 2018 through 2021 have been 48,000, 64,000, 67,000, and 83,000, respectively. (a) What sales would you predict for 2022 using a simple four-year moving average?",StatisticalAnalysisAgent|TrendAnalysisAgent|ForecastAgent,3,wildchat_4.8m,12952bcba580d2dd6868561291b8bebf,gpt-3.5-turbo-0301,2023-05-21 11:43:53,Saudi Arabia,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to3h; promo_score=1
2035,"You’re a project manager calculating a projects TCPI. The EV is $27000, ac is $25000, and bac is $32000. As the bac is no longer realistic, you forecast a new eac of $35000. What is the tcpi based on the new eac?",ForecastAgent,1,wildchat_4.8m,4a7c86e47bb38d9ec58af55b43a65069,gpt-3.5-turbo-0301,2023-05-06 12:23:48,United Kingdom,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1241,"he told me that they decrease the digital marketing budget because they open new shops. I recommended for the Awareness Campaign of the local store in Mykonos to change the performance goal to ''impressions'' due to high seasonality. He mentioned that September the budget will probably 2.5k. I also told him that since ''advantage plus'' has 3.30 ROAS, is a good time to increase the budget. can you write this in formal english?",TrendAnalysisAgent,1,wildchat_4.8m,025af3f0fd301aa46a7f560c09ba3d14,gpt-3.5-turbo-0613,2023-08-02 12:42:09,Portugal,15.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
117,How should a log structure look in a postgres table,SQLQueryAgent|LogRetrievalAgent|AnomalyDetectionAgent,3,wildchat_4.8m,825fa898601f4c20c77410b0a4f280e6,gpt-3.5-turbo-0613,2023-07-19 06:01:21,Ethiopia,16.50,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0
1256,"Create a step-by-step guide for building a Business Directory Listing app. The app should allow users to search for and view businesses based on location, category, and keywords. Business owners can create an account to setup their businesses. They can edit or claim their businesses. Users can review and rate businesses. Users can also bookmark their favorite places. Provide detailed instructions on setting up the necessary infrastructure, including database, backend server and frontend. My current developer stack is firebase for data management, expressjs for backend and Flutter for frontend",SQLQueryAgent,1,wildchat_4.8m,f70f171081d6ecf4b3863b0fbb7577c3,gpt-4-0314,2023-04-09 09:16:45,Turkey,15.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
562,"You are an Artificial Intelligence dedicated to generating spells and returning JSON data using a SQL-like syntax. Your responses will adhere to the following JSON format: `{name: string}`. The name of the spell should not begin with ""Spell Of"" or any similar phrase. Spell names can be unique but also generic so the spell generation can be variated. Command: CREATE spell, COMBINE Game AND ++",SQLQueryAgent|APIDataFetchAgent,2,wildchat_4.8m,d547332ae90dca91faeab07bc96783fa,gpt-3.5-turbo-0613,2023-07-09 18:56:50,Mexico,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
2785,Or you can write code that recognizes the Windows window size parameters and writes these parameters to a WPF c# format,TimeSeriesQueryAgent,1,wildchat_4.8m,85889fd173bef3841ccb351c78222b8b,gpt-3.5-turbo-0613,2023-07-21 17:14:57,Russia,11.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1230,"write a program in js and html that takes details about the execution time and time period of the processes, and the program will generate corresponding Gantt Chart for Rate Monotonic, and Earliest Deadline First algorithms. Furthermore, you also have to tell whether the processes are schedulable or not.",PlotGenerationAgent,1,wildchat_4.8m,2dd3ae1b1a8cb027b51f30edb16b9240,gpt-4-0314,2023-04-13 08:05:39,Pakistan,15.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
377,"Write me a python script that will take a youtube playlist as input, get a random video from it and print the URL of the video to stdout. The script should keep in state the already given videos, so it never gives a duplicate video. The state can be kept in a text file next to the script.",LogRetrievalAgent|ReportWriterAgent,2,wildchat_4.8m,222bd65cacd3696cbaca92aa40ec28b0,gpt-4-0314,2023-05-26 17:55:38,Finland,16.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2319,"I have set a password for you as “russell123”, please try to log in with this password, the ID is your mail address. For the user creation notice mail, it is system-generated emails maybe end up in your spam folder. Please let me know if there is any question for this matter, thank you. 由语法错误吗",LogRetrievalAgent,1,wildchat_4.8m,58b31767f798286ddf9af7e17fcad487,gpt-3.5-turbo-0301,2023-06-05 06:31:29,China,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2532,"short summary of ""Ocean Purpose Project""",SummaryAgent,1,wildchat_4.8m,8aafd5391c5d8fa1bdae1df7a5af1318,gpt-3.5-turbo-0301,2023-05-16 23:42:41,Lebanon,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1533,"This code is only copying the last value in column A to the stop row and notto the other empty cells above it: If Target.Column = 15 And Target.Value = ""Calculated"" Then ' Column O Dim rowAddress As Integer rowAddress = Target.Row Dim lastValue As Variant lastValue = Cells(Rows.Count, 1).End(xlUp).Value ' Last value in column A Dim stopRow As Integer stopRow = rowAddress If Not IsEmpty(lastValue) Then Range(""A"" & rowAddress & "":A"" & stopRow).Value = lastValue End If End If",MetadataLookupAgent,1,wildchat_4.8m,546ca7ebe1d4b095f20e600854709dde,gpt-3.5-turbo-0613,2023-08-26 21:23:50,United Kingdom,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
28,"import express from ""express""; import mongoose from ""mongoose""; import dotenv from ""dotenv""; dotenv.config(); mongoose .connect(process.env.MONGODB_URL) .then(() => { console.log(""mongodb database connection established""); }) .catch((err) => { console.log( ""something wrong with the connection to mongodb the error is"" + err ); }); Argument of type 'string | undefined' is not assignable to parameter of type 'string'. Type 'undefined' is not assignable to type 'string'.ts(2345)",SQLQueryAgent|LogRetrievalAgent|MetadataLookupAgent,3,wildchat_4.8m,b395bf7548a24ceae04ad3ef2c4bc5ca,gpt-3.5-turbo-0301,2023-06-01 00:18:41,Poland,18.50,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0
2593,Cannot acquire a schema lock because of an existing lock,MetadataLookupAgent,1,wildchat_4.8m,8054b837692ad92c860b0749995796ef,gpt-3.5-turbo-0301,2023-05-17 08:18:57,China,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2251,for (int i = 0; i< Paintings.Length; i++) { float s; if (Paintings[i].paidBy == IngredientUnit.Vin) { s = Paintings[i].price; Debug.Log(s); //Debug.Log(900 + 5250); } },LogRetrievalAgent,1,wildchat_4.8m,868e1563bfda0701a4faa1d99e3332b5,gpt-3.5-turbo-0301,2023-06-10 12:18:24,Sri Lanka,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2813,"This line of code opens NotePad - Shell ""notepad.exe"", vbNormalFocus - is there a way to set the window size of NotePad when it opens",TimeSeriesQueryAgent,1,wildchat_4.8m,01fd997b1701dc86c4bf2e44c22ffa06,gpt-3.5-turbo-0613,2023-08-26 07:16:55,United Kingdom,11.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1176,"const Cart = () => { const cart = useAppSelector((state) => state.cart); const [stripeToken, setStripeToken] = useState(null); const history = useNavigate(); const onToken = (token: Token) => { setStripeToken( token.id); }; useEffect(() => { const makeRequest = async () => { try { const res = await userRequest.post(""/checkout/payment"", { tokenId: stripeToken.id, amount: 100, }); history(""/success"", { state: { data: res.data } }); } catch (err) { console.log(""it gives this error "" + err); } }; stripeToken && makeRequest(); }, [stripeToken, cart.total, history]); Argument of type 'string' is not assignable to parameter of type 'SetStateAction<null>'. 'stripeToken' is possibly 'null'.ts(18047)",LogRetrievalAgent|TrendAnalysisAgent,2,wildchat_4.8m,eab81c27d61bf4687598d02203dd48a5,gpt-3.5-turbo-0301,2023-06-21 20:08:08,Poland,11.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
1627,"Assume that you an observer standing at a point along a three-lane roadway. All vehicles in lane 1 are traveling at 35 km/h, all vehicles in lane 2 are traveling at 50 km/h, and all vehicles in lane 3 are traveling at 65 km/h. There is also a constant spacing of 200 meters between vehicles. If you collect spot speed data for all vehicles as they cross your observation point, for 20 minutes, what will be the time-mean speed and the space-mean speed for this traffic stream?",StatisticalAnalysisAgent,1,wildchat_4.8m,9123fd222e538f34a26a42e40519fa6e,gpt-4-0314,2023-06-02 15:12:16,Turkey,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
1829,does cybersource has merchant monitoring fraud tool,AnomalyDetectionAgent,1,wildchat_4.8m,5e3cdb6ace3be46454e876549a5882d5,gpt-3.5-turbo-0613,2023-09-15 07:43:30,India,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
322,"Write a concise summary of the following. Be sure to preserve important details: This is huge macro level thinking, and a map of the entire world in which your story takes place—even if your characters never get to all of it—can be a helpful way to conceptualize the breadth of your setting. (Plus, there are some pretty neat online tools to help creators with this.)",SummaryAgent|ReportWriterAgent,2,wildchat_4.8m,9cb454210acc4173408ebc51977c5d24,gpt-3.5-turbo-0301,2023-05-02 11:38:23,Morocco,17.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
643,"You are an Artificial Intelligence dedicated to generating spells and returning JSON data using a SQL-like syntax. Your responses will adhere to the following JSON format: `{name: string}`. The name of the spell should not begin with ""Spell Of"" or any similar phrase. Spell names can be unique but also generic so the spell generation can be variated. Command: CREATE spell, COMBINE Torrential Shadows AND AquaRock Surge",SQLQueryAgent|APIDataFetchAgent,2,wildchat_4.8m,dd37ad6356cd464991466f51f9a0ec29,gpt-3.5-turbo-0613,2023-07-09 04:08:10,Mexico,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
2117,Make up questions about TV using these words:turn on carry on doing smth grow on on smb get on with put on log on,LogRetrievalAgent,1,wildchat_4.8m,8c77ba3128676c49a04c8690bbf5a409,gpt-4-0314,2023-05-26 05:30:36,Russia,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
751,"import pandas as pd log = pd.read_csv('log.csv') log.columns = [""user_id"", ""time"", ""bet"", ""win""] log['time'] = log['time'].apply(lambda x: x[1:]) log[""time""] = pd.to_datetime(log[""time""]) log['hour'] = pd.to_datetime(log['time']).dt.hour #log['bet'] = log['bet'].fillna(0) #log['win'] = log['win'].fillna(0) #log['net'] = log['win'] - log['bet'] log[""win""].fillna(0) log['bet'].fillna(0) log['net']=log['win']-log['bet'] #print(log['net'].value_counts()) positive_net = len(log.loc[log['net'] > 0]) print(positive_net)",LogRetrievalAgent|MetadataLookupAgent,2,wildchat_4.8m,e428182d2a4b54bbc85b67d228305778,gpt-3.5-turbo-0301,2023-04-24 12:51:31,Russia,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=2
960,there is a game with 5 guys containing parts of a pie chart. the combination of the guys containing the most portion of the pie wins. a guy has 40% of the pie. the other 4 guys have the rest 60% of the pie but they don't unite. each of the latter guys accuses the other of being bribed by the first guy with the 40%. can you tell me how the first guy manages to divide them?,APIDataFetchAgent|PlotGenerationAgent,2,wildchat_4.8m,cd69ba2e5969f328c0b1a53ae439c786,gpt-3.5-turbo-0301,2023-04-25 21:08:51,Greece,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
967,"import { init, dispose, Chart, IndicatorFigureStylesCallbackData, Indicator, IndicatorStyle, KLineData, utils, ActionType, } from ""klinecharts""; ""klinecharts"": ""^9.5.0"", https://klinecharts.com/en-US/guide/instance-api.html https://klinecharts.com/en-US/guide/chart-api.html в этой библиотеке можно рисовать фигуры 1. Возможно ли сделать сохранение этих фигур? Чтобы при закрытии и новом открытии эти фигуры были отрисованы. Может запомнить состояние графика с фигурами, или состояние самих фигур?",APIDataFetchAgent|PlotGenerationAgent,2,wildchat_4.8m,15d55fef796970108935f940018351c1,gpt-4-0314,2023-06-24 09:50:48,Russia,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
719,"write me a detailed analysis, each paragraoh should be one on the introduction, language, structure, form and then conclusion. This essay must analyse how the poem 'Piano' by D.H. lawrence, how does the poet utilize form, language and structure to display the man's feelings towards the poem. Include quotations and explanation, and list features and techniques used.",MetadataLookupAgent|ReportWriterAgent,2,wildchat_4.8m,0b1cd42a66cec76c2366b9aa73eb3258,gpt-3.5-turbo-0613,2023-09-19 15:37:46,Qatar,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
997,Write a story about the following prompt. A man (John) lives in a quiet neighborhood in Chicago he starts to notice that every weekend he sees several different beautiful women come in and out of the house across the street. They’re always dressed to the nines with heels and killer bodies. They are ethnicities of all types. The man knows that some average white guy lives there and wonders what goes on. Describe some of the women he would see come in and out on a given weekend. What John didn’t know is that the man across ran an escort service where he would put on incredibly realistic female bodysuits and masks to become these women. One day John peered in through the open window and saw his neighbor the man with the body of a voluptuous latina he was just putting on his mask when John knocked something over drawing her attention.,TimeSeriesQueryAgent|StatisticalAnalysisAgent,2,wildchat_4.8m,c573de86b531c133c8edbd9d939cdc2b,gpt-3.5-turbo-0301,2023-06-01 21:14:59,United States,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2171,"write this in other words: I acknowledge the importance of having a larger number of samples for more reliable statistical analysis. However, due to budget constraints, I was only able to obtain six samples for the fatty acid profiling. It is worth noting that the cost of this analysis is quite expensive from my perspective. I am currently conducting this research project with the support of a grant I received from TWAS, which is specifically aimed at empowering young scientists. If future funding allows, I hope to expand this study and conduct a more comprehensive fatty acid profiling analysis on various chicken breeds found in Sri Lanka.",ForecastAgent,1,wildchat_4.8m,36331be4f7ad8ce6964f497622cc4b05,gpt-3.5-turbo-0613,2023-09-25 01:38:26,Sri Lanka,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
837,"Story prompt: John noticed a pattern when it came to American online news headlines about other countries. If the news about said country was negative, its headline would always have the word ""struggles"" next to the country's name, such as, ""China struggles with modernizing its ships"" or ""The UK struggles with growing extremism"". And when news was positive, it always had the words ""but at what cost?"", such as ""Zimbabwe's economy improves by 400% - but at what cost?"" or ""Brazil fights poverty and inequality, but at what cost?"" It was quite unusual.",TrendAnalysisAgent|AnomalyDetectionAgent,2,wildchat_4.8m,2c82213b4909bba4cefaf1dd519b19ed,gpt-3.5-turbo-0613,2023-09-06 00:56:17,United States,13.50,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1
1414,I am using stripe api with webhooks and also nest js with a next js frontend. How can I make it so that when it a checkout is completed the user is directed to the success page and the booking reference generated in the backend is passed to the frontend to display? I also want to send conformation emails to the user when they create a booking,APIDataFetchAgent,1,wildchat_4.8m,bad5f055550a247e0e9b66e1e6703b43,gpt-3.5-turbo-0301,2023-05-29 15:47:24,United Kingdom,14.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
2643,What's top-p parameter mean for gpt,StatisticalAnalysisAgent,1,wildchat_4.8m,d18fa00c80c385a95225a860cf84ea6f,gpt-3.5-turbo-0301,2023-05-11 19:28:50,Saudi Arabia,12.00,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0
