prompt_id,prompt,gold_agents,gold_agent_count,source,source_record_id,source_model,source_timestamp,source_country,quality_score,label_source,status,notes,semantic_group_id,semantic_split
1486,"dialog of salad fingers (scene opens to salad fingers at a bootleg kmart reading a sign that reads ""i you read this sign, im probably behind. run - suxy doodle aka doodletones(a girl in the glasses. the rest of her aperence is up to the reader), salad fingers reads the sign and he feels the presents of her behind him so he goes for the run and franticly looks for roger waters or david gilmore(the only soulution to that kind of problem) and also get away from doodletones):",APIDataFetchAgent,1,wildchat_4.8m,fcfb688577658b6a305a6ff2ffbae1a4,gpt-3.5-turbo-0613,2023-09-15 17:33:56,United States,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,685,train
2177,"edit: This is consistent with the view that the physical IT infrastructure , over time, has lost its distinctiveness and become standardized and is no longer unique to each organization, especially with the development of digital technologies, including cloud computing, has lost its competitive advantage.",TrendAnalysisAgent,1,wildchat_4.8m,1b8f5d75d272fd33ebf9ba935e974a2e,gpt-3.5-turbo-0301,2023-06-18 05:09:34,Iran,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,686,train
2213,What is a recent trend relating to sustainability worldwide? The cost of renewable energy sources has increased substantially. The global temperature has stopped rising and started to decline. Automobile companies are increasing their share of gasoline-powered cars. Net emissions are decreasing in some highly developed countries.,TrendAnalysisAgent,1,wildchat_4.8m,c9d9669c45c57addc0bdebebf2baf894,gpt-3.5-turbo-0301,2023-05-04 14:29:58,Mauritius,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,690,train
1530,"write me an if statement to see if a set of values is greater than 50%. If it is, then give a count of the total. If not, return the count less than 50%.",ReportWriterAgent,1,wildchat_4.8m,52bcb091a98fe86731856d7bfb9293f4,gpt-3.5-turbo-0613,2023-07-14 11:22:44,United States,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,691,train
206,"This is machine learning project based on network intrusion detection where we have used NSL KDD dataset and need to do preprocessing and removing outlier using K-Means and do feature selection using Emperor penguin optimizer and then Train using Bi-LSTM and then find the accuracy, confusion matrix, precision recall and all hyperparametrrs Accuracy expected 0.97",SQLQueryAgent|MetadataLookupAgent|AnomalyDetectionAgent,3,wildchat_4.8m,b97ac7faeec169b4bffdc65cb167e522,gpt-3.5-turbo-0301,2023-05-01 10:11:27,Netherlands,15.5,heuristic_balanced_3000_equalized_v12,candidate,variant=1to3h; promo_score=1,692,train
2654,Give me the code for sorting a table column in ant design by fullname,MetadataLookupAgent,1,wildchat_4.8m,39bf8b0cdf6d7b538d7314713b243ba7,gpt-3.5-turbo-0301,2023-05-23 06:31:49,United States,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,694,train
9,"do some actually simple functioning chat for some third-party api html code that using gradio and these backends?: “wss://yuntian-deng-chatgpt.hf.space/queue/join” and “https://yuntian-deng-chatgpt.hf.space/run/predict” the problem here that gradio uses python, python uses gradio ... etc, etc... need to make chat with some gradio lib to be able to make a chat to com with these backends. output full html code. I'm testing things in ""codepen.io"" now, need to do this gpt chat interface somehow by using gradio library or something else...",SQLQueryAgent|APIDataFetchAgent|ForecastAgent,3,wildchat_4.8m,32d21f7aee3a392f6599d921febd0118,gpt-3.5-turbo-0301,2023-05-16 02:01:07,Germany,19.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,545,train
450,"reformate the following text using LaTeX ""In a Markov chain, the stationary distribution (also called the steady-state distribution or equilibrium distribution) is the probability distribution that the system's state will converge to after enough time has passed. It is a distribution that remains invariant (i.e., stationary) under the system's transition probabilities. Formally, if we have a Markov chain with transition matrix P and stationary distribution π, then π satisfies the following equation: πP = π This means that if the system starts out in the stationary distribution, it will remain in that distribution as it evolves over time. Additionally, if the system starts out in any other distribution, it will converge to the stationary distribution over time. The stationary distribution is useful for analyzing long-term behavior of a Markov chain.""",StatisticalAnalysisAgent|TrendAnalysisAgent,2,wildchat_4.8m,76875606e0fe3e9975951f71eb37176d,gpt-3.5-turbo-0301,2023-04-29 06:47:31,Egypt,16.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,695,train
116,I have a method for detecting outliers and variation in numbers in a dataset. I call it the outlier score. 1. Find the mean absolute deviation of the numbers in the dataset. 2. Divide the mean absolute deviation by the mean.,MetadataLookupAgent|StatisticalAnalysisAgent|AnomalyDetectionAgent,3,wildchat_4.8m,4bdad789623c47941f1b5a1bdbc59a38,gpt-3.5-turbo-0301,2023-05-01 23:38:01,United States,16.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3; promo_score=1,82,train
559,"Can you write a hypothetical plot for a Neon Genesis Evangelion - The Shinji Ikari Raising Project manga and Midori Days manga crossover plot, character interactions and scenarios? Also incorporate other Evangelion character such as Mana Kirishima and Kaworu Nagisa and Midori Days characters such Kouta Shingyouji and Miku Nekobe and the rest of her gang called The Crimson Angels? And extra chapters where characters from both titles interact?",APIDataFetchAgent|PlotGenerationAgent,2,wildchat_4.8m,95f687dc5e50e186e7e6e5ff6debd440,gpt-3.5-turbo-0301,2023-05-28 18:20:25,Philippines,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,697,train
2308,"import sys import time stdout_fileno = sys.stdout sample_input = [‘Hi’, ‘Hello from AskPython’, ‘exit’] while(1): stdout_fileno.write(‘Hi’ + ‘\\n’) stdout_fileno.flush() time.sleep(0.1). what is the role of flush here, is the string written to disk or somewhere?",LogRetrievalAgent,1,wildchat_4.8m,8309dc97b06070cc00e2bc98bba018a4,gpt-3.5-turbo-0301,2023-06-24 14:34:55,Hong Kong,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,698,train
1846,I’m building a video game engine using C++ as the coding language and Vulkan for graphics. I am trying to set up a generic renderer using Vulkan that is flexible and will render objects based on a vector that is supplied to it. The renderer will also handle the creation of the window using GLFW and use GLM for all relevant math calls. I am using the ASSIMP library to load 3d models and animations. I'm interested in implementing RAII for my code. Can you explain what RAII is and explain at a high level how I might incorporate it into my code?,TimeSeriesQueryAgent,1,wildchat_4.8m,c8251601859c286b956ce4e0afbcb420,gpt-3.5-turbo-0301,2023-06-22 23:12:07,Australia,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,265,train
2334,"const addactiveChip = async () =>{ if(activeText.value){ activeChips.value.push(activeText.value); activeText.value = ''; const activechipValues = activeChips.value.map(item =>{ const [text, percentage] = item.split(',') return [text, parseInt(percentage)] }) console.log(""这是活性方案"",activechipValues) } }让activechipValues变为dict的形式",LogRetrievalAgent,1,wildchat_4.8m,1b7f9c8ac079625f357e7ca85377696b,gpt-3.5-turbo-0613,2023-08-16 05:43:46,China,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,699,train
2148,"History and development of international medical law 1.1. The history of the emergence of international medical law 1.2. International health law, or now global health law, is a trend in development. Write down the opinions of scientists. write with references and links",TrendAnalysisAgent,1,wildchat_4.8m,2b2393afbe68a1d6bafcc3461f71cfbf,gpt-4-0314,2023-05-05 05:59:19,Uzbekistan,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,700,train
1553,"java code to select 10 pixels randomly from a 32 x 32 pixel source jpg , dont alter the source jpg physically but use each of the RGB values by altering them randomly by 50% of their original values and then use these 10 RGB values to alter 10 randomly selected pixels of a 32 x 32 target-jpg also by 50% of their original values",SQLQueryAgent,1,wildchat_4.8m,7d165521b18b6c8442ca55ac813a06ae,gpt-3.5-turbo-0301,2023-05-02 19:39:13,Germany,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,701,train
2770,"describe the startup interface of a TV connected to the HDMI source, what is the minized window usually playing?",TimeSeriesQueryAgent,1,wildchat_4.8m,75b61736f711769426f0275de83976cb,gpt-3.5-turbo-0613,2023-09-07 03:28:50,China,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,702,train
2812,Freedom Planet characters and Naruto characters react to Naruto spikes Lilac's Feet,AnomalyDetectionAgent,1,wildchat_4.8m,2f196c0467ab86b2cc4eeec66ff04adf,gpt-3.5-turbo-0613,2023-09-05 22:33:27,Russia,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,704,train
2873,A department store has determined that 25% of their sales are credit from a random sample of 60 sales. Find a 95% confidence interval for the population proportion.,TimeSeriesQueryAgent,1,wildchat_4.8m,f48cd92d1809a3dca93136b3bf2a3392,gpt-3.5-turbo-0301,2023-06-17 18:32:26,Egypt,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,705,train
2328,"Что делает данный метод def currentOpenedDialog(self): for typeDialog, classDialog in self.__dialog.items(): if object.exists(classDialog.name) and qml.findObject(classDialog.name).activeFocus: test.log(f'Открыт диалог {typeDialog}') return self.dialog(typeDialog) test.log('Не было открытых диалогов') return None",LogRetrievalAgent,1,wildchat_4.8m,cf38f30db689581d8a6e7159f0fcaa19,gpt-3.5-turbo-0613,2023-08-31 10:57:30,Russia,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,706,train
938,"Write a script for Precure All-Stars special episode. Plot summary: Cure Sky and Cure Prism found themselves in another dimension, that looks like a placid plane with shallow water. Here, more than 70 other Cures were lying in water, asleep, in their casual clothes. Sky and Prism tried to wake them, but they all were totally drained of their will.",PlotGenerationAgent|SummaryAgent,2,wildchat_4.8m,431d39c71269de1c47d42d0b0969d06a,gpt-3.5-turbo-0613,2023-09-18 14:04:43,Russia,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,707,train
167,"перепиши этот код на С# def main(): someInt = 124 num = str(someInt) listOfNums = set([int(''.join(nums)) for nums in itertools.permutations(num, len(num))]) listOfNums = sorted(list(listOfNums)) try: print(listOfNums[listOfNums.index(someInt)+1]) except Exception: print(-1)",SQLQueryAgent|LogRetrievalAgent|MetadataLookupAgent,3,wildchat_4.8m,579f2f13f4688a4f7f6240474e32786f,gpt-3.5-turbo-0613,2023-07-24 12:09:54,Russia,16.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0,708,train
526,"Write a concise summary of the following. Be sure to preserve important details: Well, for example, a resource-rich region could mean a wealthy culture, or one that’s constantly under threat as others want the wealth for themselves. Or if you’re writing science fiction, you might decide you have wormholes that allow faster-than-light (FTL) travel or that the inhabitants live in vast megastructures or in the atmosphere of gas giants. Seemingly small decisions can have an outsized effect on the fabric of your entire novel.",StatisticalAnalysisAgent|SummaryAgent,2,wildchat_4.8m,bdd2cde87faeb338aef3c1c3bfd9f785,gpt-3.5-turbo-0301,2023-05-01 07:28:28,Morocco,15.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,709,train
1771,"Check grammar and punctuation, and rewrite the following in professional English. Also, add relevant emojis after words, between sentences, and at the end if relevant: Well, situations n conditions teaches alot of things, have survived the War-Zone sites ....",ReportWriterAgent,1,wildchat_4.8m,af607f6687e8db2a176977e589f7ef61,gpt-3.5-turbo-0301,2023-06-09 13:56:54,United Arab Emirates,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,710,train
2499,"1) State the divergence theorem. Write the Mathematical divergence equation for a rectangular coordinate. 2) State the stokes theorem. Write the Stokes Mathematical equation for a rectangular coordinate. 3) State the coulombs Law and the relationship between the force and the charges acting at a location. 4) What is the Electric field intensity or the Electric field strength? 5) State the Gauss theorem, the relationship between the Gauss law and the Maxwell first equations applied to electrostatics. 6) State, mathematically, the continuity equation. 7) State the Point form of Ohms law in the Electric field. 8) What is the difference between the drift current and the displacement current? 9) State the Biot - Savert Law 10) State the Ampere's Circuital Law",AnomalyDetectionAgent,1,wildchat_4.8m,20ad221875af9faeaa8ec129675b4934,gpt-3.5-turbo-0301,2023-05-04 09:48:56,Ghana,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,711,train
580,"You are an Artificial Intelligence dedicated to generating spells and returning JSON data using a SQL-like syntax. Your responses will adhere to the following JSON format: `{name: string}`. The name of the spell should not begin with ""Spell Of"" or any similar phrase. Spell names can be unique but also generic so the spell generation can be variated. Command: CREATE spell, COMBINE Aquaearth AND Fire",SQLQueryAgent|APIDataFetchAgent,2,wildchat_4.8m,d403fbed67957f04f19e5066b2b53fbc,gpt-3.5-turbo-0613,2023-07-09 18:54:44,Mexico,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,28,train
1543,"How do image captcha solvers work? I know some use neural networks and ai, but I also have a suspicion some use just a database of hashes, they hash yhe captcha images and the answer specifically for js captchas where you gotta do a minigame of sorts and you can easly bruteforce with ennough attrmpts",SQLQueryAgent,1,wildchat_4.8m,249bf5b6c62a90af2ec491d1371a6f32,gpt-3.5-turbo-0613,2023-09-24 22:07:34,Estonia,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,713,train
1343,"Write a Simpsons episode where it starts with Homer drinking tons of Pepsi, It then moves to Apu who decides to move back to India, He says goodbye to everyone and the rest of the episode focuses on him in India NOTE: This is the pilot for an Apu spin off",APIDataFetchAgent,1,wildchat_4.8m,2f74eef4b3122d15de3a91070072b0af,gpt-3.5-turbo-0613,2023-08-15 10:35:53,United Kingdom,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,714,train
557,"Privied techincal information of the following : • Predictive Maintenance: Instead of waiting for failure events to occur, an AI system can implement predictive analytics based on historical trend analysis coupled with real-time performance indicators. Asset health predictions enable anticipatory actions, mitigating downtime associated with unplanned breakdowns. Proactive measures allow the crew to schedule routine upkeep at convenient intervals rather than dealing with urgent situations requiring immediate response times. Overall, the result is optimized usage of both personnel time and shipboard assets.",StatisticalAnalysisAgent|TrendAnalysisAgent,2,wildchat_4.8m,381ced615737b7c691e62b57617608a0,gpt-3.5-turbo-0613,2023-07-06 08:11:26,Australia,14.5,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,715,train
33,"Buffy and Spike are dating. It’s Spike’s birthday and Buffy doesn’t know what to get him. Buffy eventually comes up with an idea, and convinces Dawn and Joyce to go along with it. Spike goes to his and Buffy’s bedroom, and sees Buffy, Dawn and Joyce all on the bed. They’re all wearing short pink nightgowns and slippers. Buffy tells Spike that his present is that he gets to do anything he wants to all three of them. (Write a 5000 word story based on this prompt. Include a lot of dialogue).",AnomalyDetectionAgent|SummaryAgent|ReportWriterAgent,3,wildchat_4.8m,ff71f4b44eebf5a90b26ea0b40e4886c,gpt-3.5-turbo-0301,2023-06-09 19:41:34,United Kingdom,18.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0,7,train
2135,8. Question 8 Which of the following describes the audience of your project impact report? 1 point Senior stakeholders or project sponsors who were not involved in the day-to-day details of the project Potential employers interested in your ability to synthesize and communicate information clearly Future project managers or other readers interested in your project’s details Project team members and vendors who made essential contributions to the project’s final outcome,ForecastAgent,1,wildchat_4.8m,abbcd74b4a4380790101d5ddefe07536,gpt-3.5-turbo-0613,2023-07-14 06:26:39,Yemen,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,716,train
437,"I want you to write an article for me consisting of 1000 words about (junk fever, including a historical overview of it, its causes, symptoms, methods of prevention, and the latest scientific findings regarding vaccines against it), that will be unique and compatible with SEO, and include some questions and answers about the topic.",SummaryAgent|ReportWriterAgent,2,wildchat_4.8m,a7c32ea1be7d0d7cab1a4fc512ea34ca,gpt-3.5-turbo-0613,2023-09-02 06:32:52,Egypt,16.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,717,train
535,write me bullet points for a CV for a position as a regulations executive at the central bank of egypt,SummaryAgent|ReportWriterAgent,2,wildchat_4.8m,0b852151c7c0cd9c7a035e4006b55fd7,gpt-3.5-turbo-0613,2023-09-12 09:13:46,Egypt,15.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,718,train
2235,"почему ничего не ищёт find /data/ocs/LOCAL_SHARE/charging_data_conveyer/BISEVENTS/json_edr/archive -type f -name ""*.log.gz"" | xargs zgrep ""401027501364544""",LogRetrievalAgent,1,wildchat_4.8m,899f81e1e61cc22eb899eecfd400fe96,gpt-3.5-turbo-0613,2023-07-10 13:12:35,Russia,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,719,train
576,"You are an Artificial Intelligence dedicated to generating spells and returning JSON data using a SQL-like syntax. Your responses will adhere to the following JSON format: `{name: string}`. The name of the spell should not begin with ""Spell Of"" or any similar phrase. Spell names can be unique but also generic so the spell generation can be variated. Command: CREATE spell, COMBINE Light AND Light",SQLQueryAgent|APIDataFetchAgent,2,wildchat_4.8m,37ad4c8ff48eab21c8d9255049c2e954,gpt-3.5-turbo-0613,2023-07-09 03:45:20,Mexico,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,28,train
977,"Provide an overview of gravity forms using the following formula: [Topic Introduction] + [Feature] + [User Experience] + [Contrast: Pros and Cons]. Include the software’s popularity, main features, ease of use, and any potential drawbacks or issues. Use 40-60 words.",MetadataLookupAgent|SummaryAgent,2,wildchat_4.8m,ada3b5406e08da5a7a166ad9d6ce76f3,gpt-4-0314,2023-05-23 19:07:38,Netherlands,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,721,train
2327,"I got this error in Python. How do I fix this? Traceback (most recent call last): File ""/Users/rui/PycharmProjects/pythonProject7/main.py"", line 16, in <module> opponent = pygame.Rect('10, screen_height/2 -70. 10, 140') ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ TypeError: Argument must be rect style object",LogRetrievalAgent,1,wildchat_4.8m,240f0de4b79b2028b69f4038124f1d6a,gpt-3.5-turbo-0301,2023-06-22 20:45:26,United States,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,722,train
1186,write Two Chapter Names for the below outlines. each chapter mention outlines under the name Natural Language Generation (NLG) 15 3.3.2- Speech and Voice Recognition 16 3.3.3- Machine Learning Platforms 20 3.3.4- Intelligent virtual agents (IVA) 24 3.3.5- Decision Management 29 3.3.6- Deep Learning Platforms 35 3.3.7- Robotic Process Automation (RPA) 36 3.3.8- Text Analytics and Natural Language Processing (NLP) 38 3.3.9- Bio-metrics 42 3.3.10- Service Robots 47 3.3.11- Fraud detection 52 3.3.12- Emotion Recognition 54 3.3.13- Image Recognition 57 3.3.14- Marketing Automation 59 3.15- The Impact of Artificial Intelligence on E-Tourism Business 62,StatisticalAnalysisAgent|AnomalyDetectionAgent,2,wildchat_4.8m,8d171c90d680bd46a41c8ab77c1fcfcd,gpt-3.5-turbo-0301,2023-05-25 16:29:10,Egypt,11.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,723,train
1314,how do i drop the first chrs of a column of strs to the first space? then how do i make that column a list and append it to another list,MetadataLookupAgent,1,wildchat_4.8m,59fb9a12fc4e64e07a947c22be8af878,gpt-3.5-turbo-0613,2023-09-26 11:52:23,United States,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,724,train
2971,"Based on the following transcript can you make a short sumarry based on 80/20 principle, and provide me with the next actions to take: “I met in London with the prospect Kim Brown on 03.04.2023. We discussed her professional and familly situation along with her financial aspirations. We determine together her investor profile (risk/return). Based on our preliminary discussion, he profile seems ""balanced"" with an initial AuM of CHF 5millions (with a target that we can estimate at CHF 12million within 12 months). Her whole wealth is situated at around CHF 25 million (including her penthouse in London downtown). We discussed to discuss in our next meeting a GBI proposal that would fit her financial goals and needs. She also indicated her interest to be invited to our next macro event.”",ForecastAgent,1,wildchat_4.8m,16c0319423ca7bd9771736ae2750a64d,gpt-3.5-turbo-0301,2023-04-26 12:46:43,Switzerland,11.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,726,train
2887,how to use PowerShell (built in to Windows) to cycle between windows/tabs (using keyboard shortcuts/mouse movement and clicks) and send mouse/keystrokes to the focused window.,TimeSeriesQueryAgent,1,wildchat_4.8m,07fb0c1f61a38ba57c27e150e13e971c,gpt-3.5-turbo-0301,2023-05-31 09:11:12,United States,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,728,train
1706,"write me a cover letter explaining that thanks to my self-employed business I have acquired interpersonal, listening and analytical skills with my clients. I also have empathy and am looking for a job that makes sense.",ReportWriterAgent,1,wildchat_4.8m,8cd5a97bda1f6021b1b919a4156b7efa,gpt-3.5-turbo-0301,2023-06-21 10:00:56,France,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,729,train
2410,provide me with the latest age statistics or percentages or numbers with TikTok users age in egypt,StatisticalAnalysisAgent,1,wildchat_4.8m,7c64eacb240f4a52c6ea470118e4c66e,gpt-3.5-turbo-0613,2023-07-09 14:11:43,Egypt,13.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,730,train
354,"I take a still picture with s-log, I want to do post processing, in the post processing, do I have a step to reply LUT? If yes then how can I do?",LogRetrievalAgent|ReportWriterAgent,2,wildchat_4.8m,7f9723ed2f95db0ca9b143336ef188d0,gpt-3.5-turbo-0613,2023-08-18 11:11:57,Thailand,16.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,731,train
2993,"Write the first chapter to a novel starring a cute teenage girl named Lovelitchi who secretly lives a double life as a popular pop star and singer under the stage name of Lovelin, who, after learning of the recent trend of usage of diapers in popular clothing, being used as a thicker and softer (not to mention much, much poofier) alternative to typically thin, flat underwear, is immediately fascinated and decides to pretty up her usual performances by wearing a special pair to her next appearance to really accentuate her cuteness, much to the delight of her audience. However, in the middle of her performance, she accidentally unloads a gargantuan accident into her diaper out of sheer excitement, but she simply continues singing and dancing, even with her now-full diaper sagging between her legs and weighing her down.",TrendAnalysisAgent,1,wildchat_4.8m,2899e36986f2e84884a378f898df6d14,gpt-4-0314,2023-04-13 22:52:53,Canada,11.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,251,train
1477,"Private Sub Checkbox_AfterUpdate() If = True Then ' حذف السجل من الجدول الحالي acCmdDeleteRecord ' إضافة السجل إلى الجدول الجديد ""INSERT INTO [اسم الجدول الجديد] SELECT * FROM [اسم الجدول الحالي] WHERE [معرف السجل] = "" & End If End Sub>",SQLQueryAgent,1,wildchat_4.8m,86a898ab13a5f1385316b09c1823cbc9,gpt-3.5-turbo-0301,2023-06-06 23:32:22,Algeria,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,733,train
140,"Solution not able to display bar chart in Power BI with percentages from 3 quarters. I have 3 tables Quarter 1 Quarter 2 and Quarter 3. I need to display the column Score from each table which has percentages as bar chart to compare, filtered by Column Code value = ""Engineering Scorecard"" from each table how is it possible in single chart",SQLQueryAgent|MetadataLookupAgent|PlotGenerationAgent,3,wildchat_4.8m,1809bf3e2d5632978cfbdc228df642b0,gpt-3.5-turbo-0613,2023-07-13 08:45:36,Saudi Arabia,16.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0,734,train
2918,"you are a novelist. setting high fantasy late medieval europe, no magic, significant economical and military rivalry among kingdoms. C is a treasurer of a kingdom. C receives a gold coin like he never seen before. it is unusually well done for the time. C discusses it with the king K and a court jeweler J. write the transcript of this discussion",AnomalyDetectionAgent,1,wildchat_4.8m,0e24e67d5ce74fbfcf2cb1696ba9955b,gpt-3.5-turbo-0301,2023-04-30 13:09:30,Russia,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,147,train
2713,C sdl2 opengl example with multiple window open contexts,TimeSeriesQueryAgent,1,wildchat_4.8m,89a92da0e4743981017b0c5f7158db3c,gpt-3.5-turbo-0301,2023-04-26 07:08:33,United States,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,736,train
2717,make brief notes on this video from timestamp 31:18 onward,TimeSeriesQueryAgent,1,wildchat_4.8m,252ad901fc5e2d4751eec76df089b83e,gpt-3.5-turbo-0613,2023-09-06 01:15:02,United States,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,738,train
2699,c# word gen document and save window dialog,TimeSeriesQueryAgent,1,wildchat_4.8m,2c8b9624893a55b328da7c8d9d53d9b2,gpt-3.5-turbo-0301,2023-06-06 09:26:19,Russia,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,739,train
1646,"my client is asking the below. please draft a email reply ""I have opened a bank account in HK in my name. Are there any HK tax implications if my wife also uses this account to get paid into. """,ReportWriterAgent,1,wildchat_4.8m,d33659f53a76276f3d8b740ccb5151c8,gpt-3.5-turbo-0613,2023-09-19 18:41:11,Hong Kong,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,740,train
55,"why when I use LSTM network to forecast a time series , after a period of time steps , the predicted values goes to a equal value until end of timesteps.",TimeSeriesQueryAgent|TrendAnalysisAgent|ForecastAgent,3,wildchat_4.8m,413678cd72d6b793c882791c3359a58f,gpt-3.5-turbo-0301,2023-06-05 19:06:54,Switzerland,18.0,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3; promo_score=1,741,train
1057,"I want to add (In the month of June Client feedback, concerns, and complaints were received from 15 provinces including those where the IRC has no project there. The people might get the IRC hotline number while they were IDPs, or another IRC client has recommended them to approach IRC. The provinces that the CRA recorded calls included Kabul, Nangarhar, Herat, Khost, Bamyan, Laghman, Logar, Paktiya, Helmand, Badghis, Kunduz, Parwan, Paktika, Ghazni and Baghlan.) in the detailed overview of my monthly report, can you make it professional and what else should i add to it",TrendAnalysisAgent|SummaryAgent,2,wildchat_4.8m,a1ae4607f8f1c3f696ac38d01d3ded59,gpt-3.5-turbo-0613,2023-07-04 11:22:34,Afghanistan,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,742,train
2655,What does “organized despair” mean?,StatisticalAnalysisAgent,1,wildchat_4.8m,34cf53e36bf1d5e43bb46b2995528447,gpt-3.5-turbo-0301,2023-06-02 06:14:16,Mexico,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,743,train
1484,"Correlation in a Scatterplot: Create a scatterplot of data points for 𝑋 and 𝑌. Based on the visual representation, estimate whether the correlation between 𝑋 and 𝑌 is positive, negative, or close to zero. Then, calculate the actual correlation coefficient to compare.",StatisticalAnalysisAgent,1,wildchat_4.8m,e7c63a54dd06c2e522800597302cb7d2,gpt-3.5-turbo-0613,2023-09-26 03:16:19,Canada,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,744,train
414,"At a certain restaurant, the distribution of wait times between ordering a meal and receiving the meal has mean 11.4 minutes and standard deviation 2.6 minutes. The restaurant manager wants to find the probability that the mean wait time will be greater than 12.0 minutes for a random sample of 84 customers. Assuming the wait times among customers are independent, is the distribution of the sample mean wait time for random samples of size 84 normal or binomial? What is the mean and the standard deviation?",StatisticalAnalysisAgent|AnomalyDetectionAgent,2,wildchat_4.8m,d5a2d8dd84d8efe33312df2d3354f5ca,gpt-3.5-turbo-0301,2023-05-05 18:21:49,United States,16.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,745,train
